product_id,product_name,price,og_price,product_link,img_url
E458601-000,Mickey Stands UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E458601-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458601/item/goods_53_458601.jpg
E458598-000,Shin Ultraman UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E458598-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458598/item/goods_00_458598.jpg
E458322-000,Disney Beyond Time UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E458322-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458322/item/goods_09_458322.jpg
E458240-000,Disney Beyond Time UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E458240-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458240/item/goods_63_458240.jpg
E457983-000,Pixar Art UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E457983-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/457983/item/ingoods_00_457983.jpg
E457960-000,Shochiku Kabuki UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E457960-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/457960/item/ingoods_09_457960.jpg
E457872-000,Mickey Stands UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E457872-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/457872/item/goods_09_457872.jpg
E457727-000,Shochiku Kabuki UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E457727-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/457727/item/ingoods_00_457727.jpg
E457397-000,Boston Museum UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E457397-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/457397/item/goods_01_457397.jpg
E457247-000,Log/Herb Lubalin UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E457247-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/457247/item/goods_00_457247.jpg
E456431-000,Naruto Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E456431-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/456431/item/goods_00_456431.jpg
E456425-000,Hypebeast UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E456425-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/456425/item/goods_71_456425.jpg
E456421-000,The Mario Movie UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E456421-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/456421/item/ingoods_09_456421.jpg
E456314-000,Detective Conan UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E456314-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/456314/item/ingoods_00_456314.jpg
E456312-000,Alex Olson UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E456312-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/456312/item/goods_00_456312.jpg
